type,properties.Name,properties.description,properties.altitudeMode,properties.WEBSITE,properties.CITY,properties.ZIP,properties.SCHOOLNAME,properties.TEA,properties.LEVEL,properties.PHONE,properties.SLN,properties.FID,properties.ADDRESS,properties.Field_1,geometry.type,Longtitude,Latitude,lat_long
Feature,McShan Jr. Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/mcshan"">http://www.dallasisd.org/mcshan</a>",Dallas,75231,McShan Jr. Elementary School,286,Elementary,9725023800,286,176,8307 Meadow Rd.,McShan Jr. Elementary School,Point,-96.76099351,32.88837882,"32.88837882,-96.76099351"
Feature,Stone Elementary School at Vickery Meadow,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/jillstone"">http://www.dallasisd.org/jillstone</a>",Dallas,75231,Stone Elementary School at Vickery Meadow,141,Elementary,9725027900,141,177,6606 Ridgecrest Rd.,Stone Elementary School at Vickery Meadow,Point,-96.7495008,32.86550099,"32.86550099,-96.7495008"
Feature,John Q. Adams Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/jqadams"">http://www.dallasisd.org/jqadams</a>",Dallas,75217,John Q. Adams Elementary School,101,Elementary,9727941200,101,178,8239 Lake June Rd.,John Q. Adams Elementary School,Point,-96.67979186,32.73511966,"32.73511966,-96.67979186"
Feature,Anderson Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/anderson"">http://www.dallasisd.org/anderson</a>",Dallas,75217,Anderson Elementary School,104,Elementary,9727496200,104,179,620 N. St. Augustine Dr.,Anderson Elementary School,Point,-96.65560043,32.72229808,"32.72229808,-96.65560043"
Feature,Blanton Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/blanton"">http://www.dallasisd.org/blanton</a>",Dallas,75227,Blanton Elementary School,110,Elementary,9727941700,110,180,8915 Greenmound Ave.,Blanton Elementary School,Point,-96.66869838,32.75192606,"32.75192606,-96.66869838"
Feature,Cuellar Sr. Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/cuellar"">http://www.dallasisd.org/cuellar</a>",Dallas,75217,Cuellar Sr. Elementary School,276,Elementary,9727496400,276,181,337 Pleasant Vista Dr.,Cuellar Sr. Elementary School,Point,-96.64314116,32.71705381,"32.71705381,-96.64314116"
Feature,Dorsey Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/dorsey"">http://www.dallasisd.org/dorsey</a>",Dallas,75217,Dorsey Elementary School,137,Elementary,9727496300,137,182,133 N. St. Augustine,Dorsey Elementary School,Point,-96.65819304,32.7130297,"32.7130297,-96.65819304"
Feature,Hawthorne Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/hawthorne"">http://www.dallasisd.org/hawthorne</a>",Dallas,75217,Hawthorne Elementary School,156,Elementary,9727494700,156,183,7800 Umphress Rd.,Hawthorne Elementary School,Point,-96.68880813,32.74213132,"32.74213132,-96.68880813"
Feature,Lagow Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/lagow"">http://www.dallasisd.org/lagow</a>",Dallas,75217,Lagow Elementary School,170,Elementary,9727496600,170,184,637 Edgeworth Dr.,Lagow Elementary School,Point,-96.63673356,32.70243822,"32.70243822,-96.63673356"
Feature,School for the Talented and Gifted in Pleasant Grove,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/pleasantgrovetag"">http://www.dallasisd.org/pleasantgrovetag</a>",Dallas,75217,School for the Talented and Gifted in Pleasant Grove,363,Magnet,9729253335,363,186,9610 Bruton Rd,School for the Talented and Gifted in Pleasant Grove,Point,-96.65610853,32.74796093,"32.74796093,-96.65610853"
Feature,Runyon Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/runyon"">http://www.dallasisd.org/runyon</a>",Dallas,75217,Runyon Elementary School,237,Elementary,9727496100,237,187,10750 Cradlerock Dr.,Runyon Elementary School,Point,-96.64104815,32.74042736,"32.74042736,-96.64104815"
Feature,Gonzalez Personalized Learning Academy,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/gonzalez"">http://www.dallasisd.org/gonzalez</a>",Dallas,75217,Gonzalez Personalized Learning Academy,234,Elementary,9725023300,234,188,6610 Lake June Rd.,Gonzalez Personalized Learning Academy,Point,-96.70777752,32.7339783,"32.7339783,-96.70777752"
Feature,Ireland Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/ireland"">http://www.dallasisd.org/ireland</a>",Dallas,75217,Ireland Elementary School,161,Elementary,9727494900,161,189,1515 N. Jim Miller Rd.,Ireland Elementary School,Point,-96.70140615,32.73957141,"32.73957141,-96.70140615"
Feature,Urban Park Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/urbanpark"">http://www.dallasisd.org/urbanpark</a>",Dallas,75227,Urban Park Elementary School,222,Elementary,9727941100,222,191,6901 Military Pkwy.,Urban Park Elementary School,Point,-96.70166072,32.77392094,"32.77392094,-96.70166072"
Feature,Richardson Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/richardson"">http://www.dallasisd.org/richardson</a>",Dallas,75217,Richardson Elementary School,303,Elementary,9728928100,303,192,7203 Bruton Rd.,Richardson Elementary School,Point,-96.69403999,32.75041458,"32.75041458,-96.69403999"
Feature,Chapel Hill Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/chapelhill"">http://www.dallasisd.org/chapelhill</a>",Dallas,75234,Chapel Hill Elementary School,119,Elementary,9727942400,119,193,12701 Templeton Trail,Chapel Hill Elementary School,Point,-96.86580161,32.91805966,"32.91805966,-96.86580161"
Feature,Junkins Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/junkins"">http://www.dallasisd.org/junkins</a>",Carrollton,75006,Junkins Elementary School,279,Elementary,9725022400,279,194,2808 Running Duke Dr.,Junkins Elementary School,Point,-96.85632324,32.97379278,"32.97379278,-96.85632324"
Feature,Smith Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/lgsmith"">http://www.dallasisd.org/lgsmith</a>",Mesquite,75150,Smith Elementary School,154,Elementary,9725024800,154,196,5229 Gus Thomasson Rd.,Smith Elementary School,Point,-96.65884227,32.83281842,"32.83281842,-96.65884227"
Feature,Central Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/central"">http://www.dallasisd.org/central</a>",Seagoville,75159,Central Elementary School,126,Elementary,9727496800,126,197,902 Shady Lane,Central Elementary School,Point,-96.537631,32.65820551,"32.65820551,-96.537631"
Feature,Seagoville Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/seagovillees"">http://www.dallasisd.org/seagovillees</a>",Seagoville,75159,Seagoville Elementary School,208,Elementary,9728927900,208,198,304 N. Kaufman St.,Seagoville Elementary School,Point,-96.54014513,32.64083116,"32.64083116,-96.54014513"
Feature,Seagoville North Elementary,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/seagovillenorth"">http://www.dallasisd.org/seagovillenorth</a>",Seagoville,75159,Seagoville North Elementary,244,Elementary,9728925300,244,199,1906 Seagoville Rd.,Seagoville North Elementary,Point,-96.55655301,32.66376157,"32.66376157,-96.55655301"
Feature,Wilmer Early Childhood Center,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/wilmerec"">http://www.dallasisd.org/wilmerec</a>",Wilmer,75172,Wilmer Early Childhood Center,301,Magnet,9729252600,301,200,211 Walnut St.,Wilmer Early Childhood Center,Point,-96.68750363,32.59302874,"32.59302874,-96.68750363"
Feature,Lanier Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/lanier"">http://www.dallasisd.org/lanier</a>",Dallas,75208,Lanier Elementary School,173,Elementary,9727944400,173,201,1400 Walmsley Ave.,Lanier Elementary School,Point,-96.84409998,32.76891875,"32.76891875,-96.84409998"
Feature,Polk Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/polk"">http://www.dallasisd.org/polk</a>",Dallas,75209,Polk Elementary School,194,Elementary,9727948900,194,202,6911 Victoria Ave.,Polk Elementary School,Point,-96.8316914,32.84226278,"32.84226278,-96.8316914"
Feature,Twain School for the Talented and Gifted,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/twain"">http://www.dallasisd.org/twain</a>",Dallas,75232,Twain School for the Talented and Gifted,220,Magnet,9727493000,220,203,724 Green Cove Lane,Twain School for the Talented and Gifted,Point,-96.83340836,32.68397888,"32.68397888,-96.83340836"
Feature,May Elementary School,,clampToGround,Http://www.dallasisd.org/joemay,Dallas,75220,May Elementary School,107,Elementary,9729253700,107,204,9818 Brockbank Dr.,May Elementary School,Point,-96.87502751,32.87169637,"32.87169637,-96.87502751"
Feature,Roosevelt High School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/roosevelt"">http://www.dallasisd.org/roosevelt</a>",Dallas,75203,Roosevelt High School,13,High,9729256800,13,205,525 Bonnie View Rd.,Roosevelt High School,Point,-96.79672333,32.74229403,"32.74229403,-96.79672333"
Feature,South Oak Cliff High School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/soc"">http://www.dallasisd.org/soc</a>",Dallas,75216,South Oak Cliff High School,16,High,2149327000,16,206,3601 S. Marsalis Ave.,South Oak Cliff High School,Point,-96.81624967,32.69956371,"32.69956371,-96.81624967"
Feature,Manns Elementary DAEP,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/daep"">http://www.dallasisd.org/daep</a>",Dallas,75224,Manns Elementary DAEP,241,Alternative,9728928000,241,207,3313 S. Beckley Ave.,Manns Elementary DAEP,Point,-96.82458703,32.70453119,"32.70453119,-96.82458703"
Feature,Manns Middle School for DAEP,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/lacey"">http://www.dallasisd.org/lacey</a>",Dallas,75224,Manns Middle School for DAEP,11,Alternative,9729257060,11,208,3313 S. Beckley Ave.,Manns Middle School for DAEP,Point,-96.82458703,32.70453119,"32.70453119,-96.82458703"
Feature,Manns High School for DAEP,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/scgc"">http://www.dallasisd.org/scgc</a>",Dallas,75224,Manns High School for DAEP,29,Alternative,9729257000,29,209,3313 S. Beckley Ave.,Manns High School for DAEP,Point,-96.82458703,32.70453119,"32.70453119,-96.82458703"
Feature,Ewell Townview Center,,clampToGround,,Dallas,75203,Ewell Townview Center,41,Magnet,9729255900,41,210,1201 E. Eighth St.,Ewell Townview Center,Point,-96.80717839,32.75256366,"32.75256366,-96.80717839"
Feature,Jefferson High School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/tjefferson"">http://www.dallasisd.org/tjefferson</a>",Dallas,75229,Jefferson High School,7,High,9725027300,7,211,4001 Walnut Hill Lane,Jefferson High School,Point,-96.84495782,32.88191193,"32.88191193,-96.84495782"
Feature,White High School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/wtwhite"">http://www.dallasisd.org/wtwhite</a>",Dallas,75244,White High School,21,High,9725026200,21,212,4505 Ridgeside Dr.,White High School,Point,-96.8316777,32.91686361,"32.91686361,-96.8316777"
Feature,Longfellow Career Exploration Academy,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/longfellow"">http://www.dallasisd.org/longfellow</a>",Dallas,75209,Longfellow Career Exploration Academy,73,Magnet,9727495400,73,213,5314 Boaz St.,Longfellow Career Exploration Academy,Point,-96.82019607,32.84829865,"32.84829865,-96.82019607"
Feature,Conrad High School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/conrad"">http://www.dallasisd.org/conrad</a>",Dallas,75231,Conrad High School,28,High,9725022300,28,214,7502 Fair Oaks Ave.,Conrad High School,Point,-96.75191211,32.87638836,"32.87638836,-96.75191211"
Feature,Samuell High School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/samuell"">http://www.dallasisd.org/samuell</a>",Dallas,75217,Samuell High School,14,High,9728925100,14,215,8928 Palisade Dr.,Samuell High School,Point,-96.66766791,32.74532497,"32.74532497,-96.66766791"
Feature,Spruce High School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/spruce"">http://www.dallasisd.org/spruce</a>",Dallas,75217,Spruce High School,17,High,9728925500,17,216,9733 Old Seagoville Rd.,Spruce High School,Point,-96.6538594,32.71051029,"32.71051029,-96.6538594"
Feature,IDEA at Fannin PLC High School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/idea"">http://www.dallasisd.org/idea</a>",Dallas,75204,IDEA at Fannin PLC High School,382,Choice,9727946800,382,217,4800 Ross Ave.,IDEA at Fannin PLC High School,Point,-96.77609717,32.80540266,"32.80540266,-96.77609717"
Feature,Harllee EC Center,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/harllee"">http://www.dallasisd.org/harllee</a>",Dallas,75203,Harllee EC Center,285,Magnet,9729256500,285,218,1216 E. Eighth St.,Harllee EC Center,Point,-96.80587824,32.75043577,"32.75043577,-96.80587824"
Feature,Hulcy STEAM Middle School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/steam"">http://www.dallasisd.org/steam</a>",Dallas,75232,Hulcy STEAM Middle School,360,Choice,2149327400,360,219,9338 S. Polk St.,Hulcy STEAM Middle School,Point,-96.84705934,32.63858367,"32.63858367,-96.84705934"
Feature,Lincoln High School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/lincoln"">http://www.dallasisd.org/lincoln</a>",Dallas,75215,Lincoln High School,9,High,9729257600,9,221,2826 Hatcher St.,Lincoln High School,Point,-96.74970641,32.75480844,"32.75480844,-96.74970641"
Feature,Solar Preparatory STEAM School for Girls,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/solarprep"">http://www.dallasisd.org/solarprep</a>",Dallas,75206,Solar Preparatory STEAM School for Girls,306,Choice,9727494300,306,222,2617 N. Henderson Ave.,Solar Preparatory STEAM School for Girls,Point,-96.78132652,32.81677383,"32.81677383,-96.78132652"
Feature,Holmes Humanities/Communications Academy,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/owholmes"">http://www.dallasisd.org/owholmes</a>",Dallas,75216,Holmes Humanities/Communications Academy,802,Magnet,9729258500,802,223,2001 E. Kiest Blvd.,Holmes Humanities/Communications Academy,Point,-96.79097588,32.716302,"32.716302,-96.79097588"
Feature,"Starks Math, Science, and Technology Vanguard Elementary School",,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/starks"">http://www.dallasisd.org/starks</a>",Dallas,75216,"Starks Math, Science, and Technology Vanguard Elementary School",830,Magnet,9725028800,830,224,3033 Tips Blvd.,"Starks Math, Science, and Technology Vanguard Elementary School",Point,-96.77410576,32.72177204,"32.72177204,-96.77410576"
Feature,School of Science and Engineering,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/semagnet"">http://www.dallasisd.org/semagnet</a>",Dallas,75203,School of Science and Engineering,26,Magnet,9729255900,26,226,1201 E. Eighth St.,School of Science and Engineering,Point,-96.80717839,32.75256366,"32.75256366,-96.80717839"
Feature,School of Business and Management,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/businessmagnet"">http://www.dallasisd.org/businessmagnet</a>",Dallas,75203,School of Business and Management,33,Magnet,9729255900,33,227,1201 E. Eighth St.,School of Business and Management,Point,-96.80717839,32.75256366,"32.75256366,-96.80717839"
Feature,School of Health Professions,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/healthmagnet"">http://www.dallasisd.org/healthmagnet</a>",Dallas,75203,School of Health Professions,36,Magnet,9729255900,36,228,1201 E. Eighth St.,School of Health Professions,Point,-96.80717839,32.75256366,"32.75256366,-96.80717839"
Feature,Rosie M. Collins Sorrells School of Education and Socal Services,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/essm"">http://www.dallasisd.org/essm</a>",Dallas,75203,Rosie M. Collins Sorrells School of Education and Socal Services,37,Magnet,9729255900,37,229,1201 E. Eighth St.,Rosie M. Collins Sorrells School of Education and Socal Services,Point,-96.80717839,32.75256366,"32.75256366,-96.80717839"
Feature,School for the Talented and Gifted,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/tagmagnet"">http://www.dallasisd.org/tagmagnet</a>",Dallas,75203,School for the Talented and Gifted,39,Magnet,9729255900,39,231,1201 E. Eighth St.,School for the Talented and Gifted,Point,-96.80717839,32.75256366,"32.75256366,-96.80717839"
Feature,Sanger Preparatory School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/sanger"">http://www.dallasisd.org/sanger</a>",Dallas,75218,Sanger Preparatory School,206,Elementary,9727497600,206,232,8410 San Leandro Dr.,Sanger Preparatory School,Point,-96.70943956,32.81346555,"32.81346555,-96.70943956"
Feature,Starks Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/starks"">http://www.dallasisd.org/starks</a>",Dallas,75216,Starks Elementary School,263,Elementary,9725028800,263,233,3033 Tips Blvd.,Starks Elementary School,Point,-96.77410576,32.72177204,"32.72177204,-96.77410576"
Feature,Holmes Middle School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/owholmes"">http://www.dallasisd.org/owholmes</a>",Dallas,75216,Holmes Middle School,51,Middle,9729258500,51,234,2001 E. Kiest Blvd.,Holmes Middle School,Point,-96.79097588,32.716302,"32.716302,-96.79097588"
Feature,CityLab High School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/citylabhs"">http://www.dallasisd.org/citylabhs</a>",Dallas,75201,CityLab High School,383,Choice,9727492702,383,235,912 S. Ervay St.,CityLab High School,Point,-96.79341673,32.77517863,"32.77517863,-96.79341673"
Feature,Pleasant Grove Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/pleasantgrove"">http://www.dallasisd.org/pleasantgrove</a>",Dallas,75217,Pleasant Grove Elementary School,273,Elementary,9728925000,273,236,1614 N. St. Augustine Rd.,Pleasant Grove Elementary School,Point,-96.65567036,32.73846838,"32.73846838,-96.65567036"
Feature,Arlington Park Early Childhood Center,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/arlingtonparkec"">http://www.dallasisd.org/arlingtonparkec</a>",Dallas,75235,Arlington Park Early Childhood Center,300,Magnet,,300,237,5606 Wayside Dr.,Arlington Park Early Childhood Center,Point,-96.85253092,32.81528637,"32.81528637,-96.85253092"
Feature,North Lake Collegiate Academy,,clampToGround,"<a target=""_blank"" href=""https://www.dallasisd.org/northlakecollegiate"">https://www.dallasisd.org/northlakecollegiate</a>",Irving,75060,North Lake Collegiate Academy,387,Magnet,9729255481,387,238,1081 W. Shady Grove Rd.,North Lake Collegiate Academy,Point,-96.95789466,32.80204889,"32.80204889,-96.95789466"
Feature,Career Institutes South,,clampToGround,,Dallas,75224,Career Institutes South,0,Alternative,,0,239,4949 Village Fair Dr.,Career Institutes South,Point,-96.82608615,32.69238091,"32.69238091,-96.82608615"
Feature,Franklin International Exploratory Academy Middle School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/franklin"">http://www.dallasisd.org/franklin</a>",Dallas,75230,Franklin International Exploratory Academy Middle School,47,Middle,9725027100,47,0,6920 Meadow Rd.,Franklin International Exploratory Academy Middle School,Point,-96.7845517,32.88554532,"32.88554532,-96.7845517"
Feature,Mockingbird Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/mockingbird"">http://www.dallasisd.org/mockingbird</a>",Dallas,75206,Mockingbird Elementary School,162,Elementary,9727497200,162,45,5828 E. Mockingbird Lane,Mockingbird Elementary School,Point,-96.76734787,32.83562888,"32.83562888,-96.76734787"
Feature,Ignite Middle School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/jwray"">http://www.dallasisd.org/jwray</a>",Dallas,75204,Ignite Middle School,362,Choice,9727947700,362,50,2211 Caddo St.,Ignite Middle School,Point,-96.78933521,32.80152867,"32.80152867,-96.78933521"
Feature,Solar Prepratory School for Boys,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/kennedy"">http://www.dallasisd.org/kennedy</a>",Dallas,75206,Solar Prepratory School for Boys,386,Choice,9727947100,386,55,1802 Moser Ave.,Solar Prepratory School for Boys,Point,-96.77447445,32.81010333,"32.81010333,-96.77447445"
Feature,Salazar Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/salazar"">http://www.dallasisd.org/salazar</a>",Dallas,75211,Salazar Elementary School,239,Elementary,9725021800,239,85,1120 S. Ravinia Dr.,Salazar Elementary School,Point,-96.86803322,32.73281128,"32.73281128,-96.86803322"
Feature,Reinhardt Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/reinhardt"">http://www.dallasisd.org/reinhardt</a>",Dallas,75218,Reinhardt Elementary School,199,Elementary,9727497900,199,95,10122 Losa Dr.,Reinhardt Elementary School,Point,-96.69220365,32.83701897,"32.83701897,-96.69220365"
Feature,Rangel Young Women's Leadership School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/rangel"">http://www.dallasisd.org/rangel</a>",Dallas,75210,Rangel Young Women's Leadership School,35,Magnet,9727495200,35,120,1718 R.B. Cullum Blvd.,Rangel Young Women's Leadership School,Point,-96.76028979,32.77399204,"32.77399204,-96.76028979"
Feature,Washington High School for the Performing and Visual Arts,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/bookert"">http://www.dallasisd.org/bookert</a>",Dallas,75201,Washington High School for the Performing and Visual Arts,34,Magnet,9729251200,34,125,2501 Flora St.,Washington High School for the Performing and Visual Arts,Point,-96.79701221,32.79166539,"32.79166539,-96.79701221"
Feature,Storey Middle School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/storey"">http://www.dallasisd.org/storey</a>",Dallas,75216,Storey Middle School,60,Middle,9729258700,60,145,3000 Maryland Ave.,Storey Middle School,Point,-96.81209166,32.70856174,"32.70856174,-96.81209166"
Feature,Comstock Middle School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/comstock"">http://www.dallasisd.org/comstock</a>",Dallas,75217,Comstock Middle School,45,Middle,9727941300,45,150,7044 Hodde St.,Comstock Middle School,Point,-96.70212858,32.72105621,"32.72105621,-96.70212858"
Feature,Greiner Middle School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/greineracademy"">http://www.dallasisd.org/greineracademy</a>",Dallas,75208,Greiner Middle School,49,Middle,9729257100,49,155,501 S. Edgefield Ave.,Greiner Middle School,Point,-96.84495553,32.74000956,"32.74000956,-96.84495553"
Feature,Pershing Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/pershing"">http://www.dallasisd.org/pershing</a>",Dallas,75229,Pershing Elementary School,193,Elementary,9727948600,193,170,5715 Meaders Lane,Pershing Elementary School,Point,-96.80985595,32.88760237,"32.88760237,-96.80985595"
Feature,Lowe Sr. Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/lowe"">http://www.dallasisd.org/lowe</a>",Dallas,75231,Lowe Sr. Elementary School,176,Elementary,9725021700,176,175,7000 Holly Hill Dr.,Lowe Sr. Elementary School,Point,-96.76071148,32.87312279,"32.87312279,-96.76071148"
Feature,Macon Elementary School,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/macon"">http://www.dallasisd.org/macon</a>",Dallas,75217,Macon Elementary School,180,Elementary,9727941500,180,185,650 Holcomb Rd.,Macon Elementary School,Point,-96.67356429,32.72252425,"32.72252425,-96.67356429"
Feature,Downtown Montessori at Ida B. Wells Academy,,clampToGround,"<a target=""_blank"" href=""http://www.dallasisd.org/downtownmontessori"">http://www.dallasisd.org/downtownmontessori</a>",Dallas,75201,Downtown Montessori at Ida B. Wells Academy,361,Choice,9727492500,361,241,1901 Main St.,Downtown Montessori at Ida B. Wells Academy,Point,-96.79550279,32.7817712,"32.7817712,-96.79550279"
